Site_ID,SedRed,Cost,NEAR_FID,NEAR_DIST,area_m2
12146,4.868,10978.699,113,19.55793904,3255.191406
12581,11.338,6723.3809999999985,113,306.41869489999993,8979.136719
12582,19.768,9943.149,113,0.0,16441.10547
15432,256.111,80733.59,168,0.0,235262.6875
17194,125.098,41998.275,384,0.0,114615.1094
16464,5.048,5666.975,433,801.8526118,3475.065186
16057,5.742000000000001,11232.604,433,940.4545078,4099.6879880000015
16460,6.461,16427.306,433,805.0577252999999,4747.274902
16483,8.728,6302.719,433,0.0,6787.409668000001
16475,9.032,6355.2959999999985,433,163.0131695,7061.344238
16472,9.692,6469.401999999999,433,188.1465589,7655.858398
16471,13.533,7133.219,433,5.277040734,11114.46582
16482,16.503,7646.526,433,500.5206395,13788.8916
16480,20.602,8355.199,433,277.503621,17481.21289
16476,20.812,8391.591,433,0.0,17670.82031
16060,24.609,9048.144,433,1022.989154,21091.58398
17209,28.405,9704.787,433,62.36237295,24512.81445
16466,30.221,17861.835,433,265.9700598,26148.77148
16463,50.596,22671.075,433,1138.972573,44523.01172
16465,53.788,24252.087000000003,433,329.6140767,47403.0
16056,606.4209999999998,114346.462,433,1480.94835,543664.5
17212,18.738,8142.354,438,369.3914062,16372.24707
10621,34.624,5103.602,471,0.0,26590.7168
9938,76.271,12958.165,471,772.5552753,67514.45313
10623,90.639,20482.01,471,465.7037253,80664.15625
10624,105.727,23134.016,471,1134.877598,94481.60156
10622,423.338,78458.24900000001,471,407.1943249,382731.1563
14450,7.1370000000000005,6019.053000000001,488,205.010643,5309.455566
14811,78.602,13157.069,488,362.5320713,68550.78125
15454,95.963,44470.731,488,1009.367742,84201.4375
18147,4.609,606.849,498,1130.064622,3161.794678
18149,10.046,1565.428,498,31.09670423,8156.17041
17610,10.23,6597.937,498,810.470566,8325.547852
18152,11.991,11909.294,498,0.0,9947.779297
17602,22.874,3833.253,498,797.7052982000001,19971.96289
18516,33.843,15773.062,498,107.8685137,30078.72852
15464,5.755,6225.491999999998,504,139.9663879,4076.035889
16441,17.77,12669.136,504,85.57438829,14802.12988
15463,43.687,24669.409,504,220.4386311,37963.74609
18175,111.515,24652.063,507,135.58019040000002,102390.9063
17190,218.518,48592.724,507,119.3421198,201075.2813
18178,378.109,109752.923,507,0.0,350507.0
13938,7.822,11100.066,516,816.0574276000001,5731.549805
13939,84.602,18675.633,516,439.1225361000001,71252.59375
14483,5.114,5650.991,526,358.94419460000006,3391.78418
14482,11.396,6692.963000000002,526,183.695901,8820.654297
14099,527.336,140388.527,526,0.0,458152.9063
13135,6.372000000000001,5880.081,527,22.06334004,4585.386231
13140,7.725,11607.372,527,171.8209736,5647.9057619999985
13069,13.152,8182.351,527,15.89146589,10584.62402
13137,60.909,19923.582,527,178.6329446,51703.71094
18131,5.0310000000000015,6063.718000000002,529,854.1687129000002,3537.966065
18137,11.338,8825.635,529,551.7607077,9344.853516
18442,22.477,26551.531000000006,529,695.5344002999999,19604.10742
18130,25.012,26014.717,529,1058.799511,21939.54883
18441,85.81299999999997,58210.648,529,900.1311355,76911.03906
16442,5.438,727.928,530,357.9537581,3792.63794
16453,5.4620000000000015,732.07,530,160.74410980000005,3814.219971
16450,6.471,904.825,530,487.25849360000007,4714.308106
16443,7.396,1063.358,530,484.3277159,5540.291992
16445,8.037,1173.19,530,606.3800091,6112.540039
16454,81.872,26282.2,530,1216.80256,70785.42969
16449,592.169,564348.154,530,0.0,526821.5
16458,1347.437,1270662.553,530,43.75533844,1214686.375
14079,5.77,5762.5819999999985,574,1060.322593,3973.192383
13083,25.058000000000003,8975.132,574,797.5744672000002,20711.17578
14070,27.726,9419.872,574,967.1021174,23028.35547
14760,43.483,12048.693,574,545.2517740000002,36725.00391
14077,53.54600000000001,13729.045,574,237.4628411,45479.94922
14069,104.09,21990.449,574,698.6887326,88523.40625
16067,8.899,6332.2959999999985,575,1479.305603,6941.508789
16065,10.474,6604.464,575,1687.590773,8359.553711
16062,14.804,7352.975,575,2166.525517,12259.43555
16061,20.034,8256.979,575,2245.105391,16969.4668
16068,24.253,8986.608,575,1531.080776,20770.9707
16070,111.538,23908.792,575,992.1300131,98518.32813
18514,4.578,5938.518,579,1275.256755,3121.549072
17593,4.8889999999999985,6024.651,579,1613.981497,3408.028809000001
18515,7.232,1068.122,579,368.2017188,5565.112305
17603,8.13,6921.664000000002,579,1372.674263,6391.529785
18520,14.188,7297.695,579,259.1435414,11971.41895
18518,25.748,21437.523,579,0.0,22619.85742
17604,29.739,15764.559,579,1578.709255,26294.51953
15238,5.127999999999999,5680.786999999998,584,371.4609012,3547.0268560000004
15215,5.386,725.2810000000002,584,285.7519963,3778.850342
15518,5.7860000000000005,5794.507,584,2365.000392000001,4139.53125
15509,9.947,1513.447,584,1234.038039,7885.339844
15510,11.234000000000002,6735.7840000000015,584,1036.153711,9043.759766
15512,11.318,6750.365,584,1271.817453,9119.729492
15514,17.041,7739.595,584,1580.62695,14273.79785
15508,26.728,9414.726,584,1327.138522,23001.54492
15517,26.944000000000006,9451.951,584,2567.635413,23195.49219
15507,31.019,10156.827,584,1732.15776,26868.03125
15240,32.378,10392.072,584,2011.249701,28093.70117
15516,34.024,10676.822,584,1921.243852,29577.29883
15515,42.444,17134.057,584,978.4586277,37169.76563
15511,46.539,17842.894,584,505.4547069,40862.9375
17188,5.346,731.2239999999998,647,221.2217303,3809.812256
15230,8.633,6234.5459999999985,675,932.547942,6432.216309
15229,19.211,7989.825,675,319.9388956,15577.54297
14484,30.247,14822.687,675,382.6355434,25127.09766
15231,88.601,19343.182,675,381.0571697,74730.64844
17189,5.502999999999999,11188.662,677,210.5049484,3953.537109
17191,11.394,11794.951,677,348.08475310000006,9352.03125
14075,5.053,5643.217,691,855.0765142000001,3351.282715
14074,5.683,5748.161,691,916.2417102,3898.060303
14082,5.9510000000000005,5792.644,691,862.7263042000003,4129.823242
14078,6.292999999999998,5879.646,691,286.3238381,4583.120117
14808,7.4529999999999985,1079.528,691,141.3454465,5624.542969
14073,9.041,6307.115,691,1235.425265,6810.314941
15453,9.154,6372.587,691,977.167305,7151.432617
14076,9.483,6489.955,691,683.4277722999999,7762.942870999998
14086,18.719,3021.238,691,1086.719215,15741.21387
14810,66.411,34005.328,691,78.6747553,58637.66406
14087,69.35600000000001,34653.407,691,645.1585719999998,60220.72266
14080,346.08,62320.21599999999,691,865.4218331000002,298649.0
18181,5.57,770.702,697,0.0,4015.501709000001
18183,5.805,811.9630000000002,697,377.1498598,4230.479492
18182,7.269,1069.432,697,12.07662953,5571.9384770000015
17192,38.799,6617.3809999999985,697,397.8458043,34477.78516
17195,39.354,19957.258,697,222.0284627,34987.33203
18185,57.726000000000006,9950.83,697,276.66886889999995,51845.67969
10922,54.964,13980.746,841,224.7506919,46791.35938
11831,6.0,817.2919999999998,876,705.0981519,4258.242676
11829,56.351000000000006,9383.45,876,509.0361569,48889.52344
10914,13.954,6946.033,899,368.2146056,10139.19434
11297,7.4689999999999985,11066.895,920,152.0539455,5558.720703
12584,7.28,7206.182,1004,108.2393587,5389.027344
18158,4.714,636.168,1033,170.543467,3314.553711
17605,6.084,883.1089999999998,1033,342.4727831,4601.162598
18148,11.064,1752.003,1033,1394.140747,9128.263672
18163,12.555,17990.217,1033,774.1084049,10506.87891
15168,16.572,12713.095,1043,506.03728110000014,14135.72852
15166,23.507,8936.638,1043,0.0,20510.61523
14809,24.295,14075.594,1043,497.037432,21234.60352
16053,5.006,5683.566999999999,1175,1183.701099,3561.5139159999994
16054,7.2429999999999986,11698.319,1175,839.0204861,5648.676758
16058,17.812,21127.651,1175,869.8397185,14967.97559
15958,12.714,7057.655,1344,1110.309564,10720.76367
15949,18.338,3061.79,1344,1249.785757,15952.49609
15943,20.098,8375.972,1344,645.6892835,17589.44336
15953,35.146,6063.575,1344,1520.556525,31592.35352
16418,7.213999999999999,6075.768,1587,882.2591297,5604.9521479999985
16424,13.208,7161.73,1587,281.2021421,11263.01367
16423,19.987,3380.9590000000007,1587,215.6065644,17615.42383
16421,22.025,3747.451,1587,197.3791227,19524.91602
17125,29.019,12294.495,1587,1349.0197449999996,25631.04492
16395,53.82100000000001,14400.163,1587,1586.806404,48976.59766
16419,94.369,21437.949,1587,1239.425489,85644.77344
16422,178.822,36562.64,1587,166.1285561,164447.2344
13879,25.322,4142.565,1622,452.1705662,21583.5332
18127,5.301,6138.616,1850,1370.965431,3787.08252
18517,5.541,6640.723000000001,1850,428.4399305,4007.783691
18129,8.625,7058.568,1850,1186.26869,6846.878906
18133,10.427,7557.656999999998,1850,345.00244360000005,8506.866211
18521,11.827,7945.054,1850,415.3870941,9795.363281
17595,24.976,11586.164,1850,1534.082035,21905.83984
18519,32.749,13739.417,1850,517.7984485000002,29067.64453
18134,33.767,14021.422,1850,673.3388573,30005.601560000006
18132,63.725,38930.623,1850,641.3956021,57625.15625
18136,75.065,59276.421,1850,125.9199615,66991.46094
18172,8.634,8442.749,1916,45.38124197,6644.818359000001
18171,42.122,7366.355,1916,339.0465494,38380.08203
15462,12.571,11368.221,1980,419.8445831,10159.30176
15488,20.105,11913.22,1980,508.9360438,16886.87891
10275,34.11,15596.305,2012,63.04204785,29157.79297
11587,4.9860000000000015,5645.136,2109,307.2789338,3361.2763670000004
12019,29.524,4727.522,2148,442.5449863,24631.26953
18187,15.348,7509.299,2192,0.0,13073.91406
18186,17.63,7913.788,2192,223.7603214,15181.37793
18190,24.243,16058.87,2192,0.0,21289.36523
18188,49.206,27623.652,2192,192.2331827,44356.37891
18189,123.239,26297.384,2192,584.9114622000002,110963.3359
15170,9.498,6498.958000000001,2294,312.343375,7809.851562999998
14757,6.082000000000002,11373.985,2347,665.9476323,4569.92627
15122,6.238,5905.049,2347,531.7957494,4715.476074
15456,9.454,6481.352,2347,512.4772841,7718.118651999999
15458,13.708,13379.456,2347,574.3483622,11240.20313
15460,108.174,59333.695,2347,0.0,95218.51563
10820,5.787000000000001,5781.233,2371,157.7062213,4070.368164
12148,6.146,6318.518,2395,123.2159276,4385.442871
13875,13.241,8364.994,2569,410.3449823,11192.10156
17155,6.874,11520.741000000002,2636,701.3008923,5343.506836
13139,6.266,5842.004,2655,181.3107705,4386.998047
15455,13.619000000000002,7142.071,2678,1040.028174,11160.58887
14068,5.937,5790.426,2810,979.0364875,4118.269043
14072,38.491,20497.757,2810,571.257066,34915.94922
16055,4.567,5583.794,2833,1425.311146,3041.673828
16461,5.818,799.943,2833,1444.041058,4167.849609000001
16059,36.204,6053.937,2833,1190.672489,31542.14063
15503,51.094,8938.744,2938,0.0,46572.52344
15495,17.142,25912.007,3005,0.0,15030.94824
13059,5.337999999999999,731.93,3209,240.7502901,3813.493652
15163,5.414,10725.059,3209,329.4389856,3777.692871
15165,14.178,12228.983,3209,293.6225764,11613.41699
15164,18.984,3138.68,3209,35.72245031,16353.10645
14767,6.433,5872.984,3243,96.38668721,4548.408203
14769,108.479,24031.807,3243,481.169246,99159.25781
15961,5.431,5757.437,3247,930.813722,3946.386963
15963,6.53,5953.655,3247,1227.172315,4968.720215
15959,10.661,6691.085999999998,3247,1068.944018,8810.874023
15955,25.959,9422.611,3247,456.07220210000014,23042.62891
15960,51.784,14036.221,3247,490.3396558,47080.39453
15956,57.88800000000001,15127.013,3247,863.0541821,52763.625
15964,60.451,15585.214,3247,886.3800658,55150.9375
15965,62.372,27119.455,3247,1440.014445,56939.97656
15957,137.257,28901.189,3247,0.0,124529.6484
15445,203.179,65612.38,3247,377.9948865,184968.9531
14841,5.502999999999999,715.49,3316,1095.073154,3727.835938
14840,7.216,5999.632,3316,1107.523578,5208.26709
14838,19.082,12968.466,3316,557.9470146000001,15466.25879
14113,22.292,8501.305,3316,133.7697463,18242.45117
13058,45.078,16807.676,3594,181.6104261,39272.79297
15167,5.908,5832.448,3809,398.6665736,4337.208496
18195,4.973,11318.447,4100,21.102405800000003,3494.792725
18191,19.384,14781.715,4100,374.2474716,16801.75977
15505,14.571,2312.675,4124,2193.123697,12049.4668
14477,5.19,5663.626,4149,597.1735361000002,3457.616455
14479,11.445,6701.103,4149,367.0824619,8863.06543
15501,99.204,22464.786,4305,251.15609280000004,90994.78906
14842,4.799,5598.732,4418,1472.935507,3119.503906
15236,5.046,5666.5790000000015,4418,1802.548092,3473.001953
15234,5.9060000000000015,10815.227,4418,1192.44064,4247.484375
15232,15.806,7424.6219999999985,4418,699.8680386,12632.73145
15233,69.22800000000001,11567.665,4418,159.03220990000003,60269.6875
17614,19.431,3266.502,4469,260.1677948,17019.08203
14067,5.582000000000002,731.313,4474,696.1661464,3810.276611
13085,5.711,752.7389999999998,4474,723.2741076,3921.909912
13878,9.987,12294.193,4474,382.6490906,7630.575195
13876,11.649,12727.718,4474,156.27946200000005,9072.49707
13877,353.4790000000001,107432.473,4474,92.39606988,324064.2188
15171,5.058,5698.198,4692,63.00632306,3637.740234
10100,40.395,18391.714,4696,486.27946110000005,31192.66211
15216,5.939,5820.935,4723,0.0,4277.222168
14481,7.451,6038.499,4723,209.2959666,5410.773438
14480,7.779,11620.614,4723,553.1112405,5694.4365229999985
15174,8.533999999999999,1324.0929999999996,4723,45.89696175,6898.771484000001
15175,9.831,11557.969,4723,298.5268511000001,8117.306640999999
15440,60.437,37316.472,4845,0.0,52723.27344
17131,4.578,10941.988,5054,504.07949,3133.088379
16457,4.722,10978.718,5054,1354.377153,3255.255127
17129,8.128,6819.145,5054,1283.776643,6392.022461
17132,14.001,13358.904,5054,892.7712433,11802.35547
16436,14.517,7356.419,5054,1554.198771,12277.37988
16455,27.743,12355.617,5054,670.5839177,24465.06836
16448,41.76300000000001,24740.42,5054,960.1461876,37476.69531
16456,47.503,17832.732,5054,1192.664902,42682.16797
17130,274.225,187302.753,5054,167.39241819999995,249216.3125
18179,7.314,1085.578,5084,0.0,5656.064453
18176,26.351,9459.879,5084,122.020152,23236.79883
15490,5.235,10731.878,5204,171.0429388,3813.220459000001
15489,10.687,11717.678999999998,5204,505.2033992,8949.429688
13074,10.644,7639.893,5240,199.0431683,8780.387695
13072,15.117,8889.005,5240,0.0,12934.98438
13082,47.655,12745.195,5240,1026.095213,40353.90625
13081,72.193,11647.978,5240,566.793113,60688.13281
15498,5.563,10783.405,5299,543.691589,4081.685059
15499,6.682,5983.731,5299,0.0,5125.4208979999985
15496,13.701,2240.506,5299,83.52257009,11673.45215
15513,16.807000000000002,12699.079,5299,653.6644345,14062.705080000002
16444,5.537000000000001,5770.685,5368,49.14654918,4015.412842
18174,6.0760000000000005,5879.4,5368,500.4207696,4581.839356
18173,6.6,5973.78,5368,734.6290739,5073.575684
18177,99.235,22185.771,5368,56.60815093,89541.07031
14824,21.147,3419.761,5372,0.0,17817.58984
10916,5.6160000000000005,674.6310000000002,5386,362.4023264,3514.953857
10917,25.162,3657.15,5386,392.0302563,19054.43164
19582,5.978,6255.383000000002,5402,251.5838261,4411.103515999999
18156,9.324,7132.057,5402,22.26610354,7491.517578
18157,28.691,12209.268999999998,5402,255.0468851,25331.58008
18159,32.514,18233.572,5441,640.6803559,28930.72852
18161,63.278,11010.659,5441,995.9273915,57367.58203
18160,69.835,27740.267000000003,5441,74.84198278,62334.89453
18167,126.939,22110.356,5441,1092.927499,115199.0703
11586,22.166,8564.582,5490,577.5957025,18572.13867
12743,11.825,12829.263,5651,191.3191308,9410.239258
15123,9.203,12249.882,5850,365.9614719,7483.196289
9932,49.154,12328.514,6108,169.561549,38182.92188
9937,59.931,10297.751,6108,914.5194012,53653.19922
10944,6.646,5955.91,6156,1549.123001,4980.470703
10946,8.245,6235.893,6156,1178.269311,6439.230957
11594,14.323,7300.611999999999,6156,1119.487431,11986.61816
10945,96.896,26581.578,6156,988.5486938,86393.10938
12503,809.5939999999998,233105.52,6282,0.0,742057.6875
17196,5.313,738.688,6287,421.01115130000005,3848.702637
17199,5.506,759.438,6287,455.0827857,3956.814941
17201,6.954,7008.371,6287,640.4165671000002,5323.566895
17200,7.017,6043.687,6287,159.5705059,5437.805176
17198,7.347,1102.826,6287,0.0,5745.928223
17197,7.457000000000002,1122.395,6287,162.75520659999995,5847.887207
15441,40.777,16757.608,6291,440.84129360000014,35208.39453
15442,45.747,31225.572,6291,0.0,39634.10156
15452,158.382,66561.911,6291,178.1461784,138163.4219
16451,213.986,111897.809,6291,241.9056309,187021.5781
15967,262.281,49241.428,6291,131.96618610000002,230506.0781
12583,23.763,3834.438,6524,315.2674064,19978.13867
11583,8.42,6102.047,7139,889.0770353,5741.870117
11454,40.022,16602.471,7139,375.7308768,34400.10156
18184,569.362,162945.305,7241,0.0,519843.0625
14719,8.287,6272.153,7300,763.8713225,6628.151856
14716,14.606,7404.491,7300,431.5830006,12527.84473
15431,101.003,37710.428,7300,896.5113867,92165.96875
17207,4.511,10588.881,7561,947.9104841,3068.178955
17206,5.533,5778.021,7561,95.12992388,4053.632324
17205,6.171,5892.29,7561,209.502774,4648.9995119999985
17203,10.863,12542.21,7561,600.9424442000002,8932.694336
17204,15.343,7508.510999999998,7561,783.4369915,13069.81055
15172,10.591,6696.1309999999985,7562,125.9433115,8837.15918
15506,6.9270000000000005,10991.652,7606,2374.120988,5166.69043
15969,4.609,5583.3809999999985,7828,483.2979835,3039.526123
16433,4.673,5594.257,7828,794.8421178,3096.190186
16452,5.252999999999999,5693.309,7828,1046.968078,3612.267822
15962,5.729,5810.72,7828,593.4941853999999,4224.00293
15968,9.974,6568.406,7828,511.4299831,8171.688477
16434,18.662,7980.743,7828,966.699041,15530.22559
15971,47.79,23037.144,7828,139.8262614,43362.05078
15970,94.998,43776.4,7828,576.3688289,82505.39844
16435,136.918,27827.014,7828,432.85930470000005,118932.9922
13872,6.359,5877.879,8033,289.3473701000001,4573.915039
11597,9.215,6362.775,8051,463.4729192,7100.311035
17193,11.195,1791.6470000000004,8192,157.1030112,9334.814453
12504,6.004,6344.667,8238,287.3260046000001,4472.414063
13070,6.183,6394.641,8238,242.8093946,4638.629883
13071,22.272,10887.116000000002,8238,199.4500819,19580.77734
10920,6.025,5806.438,8254,534.9635135,4201.692383
10919,7.334,1076.45,8254,692.1655853999998,5608.504395
10915,10.647,11656.715,8254,446.2269252,8631.792969
10625,27.449,9600.69,8254,923.5777013,23970.44922
10921,33.574,10404.03,8254,470.1146002,28156.003910000003
10918,45.497,12396.938999999997,8254,132.6410683,38539.42969
15502,5.487,5775.038000000001,8277,159.2327528,4038.093018
15494,5.653,11193.58,8277,113.6939543,4193.942383
10102,15.061,12114.846,8317,0.0,11018.74023
10101,48.28,20084.623,8317,401.4363377,37485.33594
10111,112.499,21894.098,8317,0.0,88021.39844
14839,4.901,5615.763000000001,8338,859.555138,3208.238281
15235,10.880999999999998,6674.917,8338,1918.875646,8726.626953
17587,4.674,11314.185,8516,1145.142436,3210.150391
17578,5.134,11487.295,8516,561.0463815,3633.006104
17592,6.093,6357.689,8516,1602.366707,4515.727051
17588,6.706,12079.933,8516,1594.155283,5080.638672
17571,7.701,12454.897,8516,188.1791669,5996.5625
17577,9.607,13173.381,8516,471.1510618,7751.59668
17584,10.468,7568.8809999999985,8516,1264.834343,8544.198242
17594,10.783,13616.521,8516,945.9649794,8834.053711
17585,11.106,7745.5030000000015,8516,1674.571425,9131.651367
18439,11.183,9767.799,8516,1017.454832,9202.286133
17582,13.127,16890.535,8516,824.7744872000002,10992.55469
17591,14.554,8700.225,8516,1427.074501,12307.09473
17589,16.383,9206.628,8516,1379.600562,13991.41016
17576,29.234,23382.275,8516,381.7572696,25829.00781
18128,36.887,14885.809,8516,1181.061582,32880.58594
14755,6.699,5917.221,8779,464.831925,4778.893555
14081,7.727,1088.237,8779,1006.587285,5669.917969
14754,16.096,7481.937,8779,375.5978711,12931.35156
14084,18.962,14635.657,8779,585.7622713,15418.37793
14756,19.96,14896.09,8779,1111.578247,16284.58691
14083,23.136,8654.84,8779,1067.607601,19042.39453
14085,32.34,10189.421,8779,788.075789,27037.851560000006
14766,343.565,99119.244,8779,7.225756487999999,296414.0938
15461,7.582999999999998,6090.626,8901,170.2955004,5682.365234000001
14098,21.396,8352.623,9035,243.8358111,17467.79102
14106,29.75,9740.144,9035,208.8457697,24697.03516
11529,15.124,7367.486,9090,943.7953228,12335.04492
13874,6.731,988.0,9153,138.78660559999997,5147.666504
11562,5.699,5766.276999999999,9192,1162.2342119999996,3992.444336
10827,11.568,6763.308000000001,9192,34.24592641,9187.163086
11532,32.596,15338.722,9192,1189.926978,27815.73633
11561,44.42100000000001,12351.347,9192,662.6256416,38301.88672
10913,7.71,5993.838000000002,9197,992.2991702,5178.081543
12018,52.414,8553.985,9231,488.3526666,44567.85547
15966,9.13,6423.302,9392,46.22630494,7415.666992
15954,10.086,6594.536,9392,0.0,8307.828125
15439,18.2,8048.781999999998,9392,556.5932391,15884.72461
15443,311.268,59879.264,9392,48.05427383,285931.1875
15435,338.148,69726.578,9392,784.421515,311186.5938
18180,11.086,1754.009,9571,147.4716157,9138.713867
15497,23.82,14079.8,9838,370.6757547,21256.51953
15487,69.48100000000001,12138.586,9838,123.7372072,63244.29297
12501,6.2860000000000005,5865.853,9849,276.89115489999995,4511.256348
12499,45.084,21068.069,9849,513.9294947,38890.44531
15173,14.068,7329.123,9856,299.9556672,12135.16211
12020,21.113000000000003,10205.831,10300,335.6675575000001,17314.79883
15491,6.449,5951.3719999999985,10400,0.0,4956.8276369999985
15492,7.836,11202.126,10400,116.0284086,6263.302734000001
15437,9.429,6476.712,10519,650.22606,7693.943359000001
15434,16.094,7671.33,10519,556.4260979,13918.12695
14475,4.904,616.1659999999998,10607,556.5587587,3210.341797
14474,6.372000000000001,859.565,10607,154.5188224,4478.491699
14478,38.322,6164.75,10607,0.0,32119.49609
14476,43.475,12021.631,10607,622.4092228,36584.00781
17187,5.24,5712.553000000001,10726,611.4901133,3712.53125
17186,12.800999999999998,8257.071,10726,306.4857517,10833.14551
14770,4.794,11012.378,11305,678.8175347,3367.208984000001
14768,4.842,5654.941,11305,499.6609985,3412.366211
14717,6.32,5919.677,11305,229.3877724,4791.6884770000015
14720,426.511,128213.968,11305,405.8624097,393184.2813
15519,4.632,5595.0909999999985,11519,1431.392624,3100.532715
16050,5.455,5737.223000000001,11519,1524.441945,3841.06958
16045,5.5710000000000015,10784.858,11519,645.247317,4089.254639
16047,5.98,5827.894,11519,1793.08715,4313.481445
16052,10.905,6678.956,11519,1619.640886,8747.670898
15500,12.628,2048.241,11519,65.48115093,10671.71875
16049,22.455,20757.958,11519,640.9238187999998,19151.19336
16051,36.423,11091.879,11519,1053.258947,31739.82422
16046,38.205,11400.352,11519,1425.804345,33347.02344
16048,77.387,17982.143,11519,976.168198,67639.38281
13870,4.473,5585.460999999998,11931,248.91016890000003,3050.362549
13873,5.192,5713.685,11931,404.1540305,3718.431152
13871,27.765,17421.215,11931,0.0,24683.25195
15430,5.881,5841.033,12451,490.5373834,4381.940918
10825,4.882,10627.504,12485,199.9370471,3269.412109
11825,4.92,633.874,12485,86.38587533,3302.600342
11457,5.354,15707.705,12485,240.3236644,3687.276856
11298,5.96,10810.605,12485,316.1278298,4223.40332
12498,6.7029999999999985,5936.7440000000015,12485,551.5641519999998,4880.609375
10824,6.8420000000000005,10960.437,12485,27.05447366,5004.056152
11453,6.897,10869.971,12485,760.5897154,4532.710449
11452,8.613999999999999,6261.423000000002,12485,97.82848872,6572.247559
11827,9.525,1416.2279999999996,12485,158.3600873,7378.809081999999
10819,10.894,6648.6709999999985,12485,49.09376019,8589.884766
11456,21.454,13443.606000000002,12485,293.1735725000001,17941.82813
11828,44.94600000000001,12440.68,12485,353.58196719999995,38767.32813
11455,267.349,69955.444,12485,158.3304489,234226.2344
15486,20.722,3532.378,12648,143.1013369,18404.34961
15169,17.184,12821.098,12726,345.4804237,14698.44824
14823,21.122,8415.497,12726,441.1705005,17795.37305
13869,12.207,8990.766,12835,0.0,9748.217773
15457,6.584,5929.7,12952,764.6343897,4843.911621
15459,10.742,6646.275,12952,540.4063914,8577.401367
13868,15.901,13915.499,12967,33.55994099,13023.10352
15450,7.95,6153.208000000001,13034,400.4388694,6008.430176
15451,8.08,6175.389,13034,180.8732183,6123.995117
14831,5.167000000000002,15978.31,13111,1037.349389,3437.540039
14110,5.441,10705.258999999998,13111,324.2199059,3674.530762
14108,5.678,5744.5,13111,556.367391,3878.98584
14111,5.917000000000002,5784.095,13111,278.067854,4085.278565
14112,16.578,13785.235,13111,894.8158882000001,13300.375
14109,25.464,15972.868,13111,621.8313318,20987.17578
14107,98.917,21065.742,13111,166.8451444,83705.50781
16446,17.99,14415.125,13337,565.0443783,15513.65332
16447,21.557,8609.953000000001,13337,291.7538307,18808.52734
11584,5.193,5610.194,13385,726.6791784,3179.225342
11585,28.216,9123.801,13385,409.703856,21485.77344
15493,10.013,6595.7840000000015,13486,27.97255596,8314.331055
17124,5.166,6381.937,13605,1120.812949,3663.084717
17606,5.214,10711.504,13605,102.1216788,3707.06665
17133,5.482,6492.22,13605,1080.960167,3955.410156
17598,6.141,6297.774,13605,511.7238908,4560.055664
17600,7.026,6031.728,13605,228.91422340000003,5375.494140999999
17127,7.24,7102.023,13605,938.5373844,5571.80957
17611,8.149,11824.194,13605,708.6032115,6409.765625
17128,11.103,8444.021999999999,13605,722.7079719,9129.02832
17123,11.538,12712.041,13605,1279.3290949999996,9529.439453
17586,14.158,28400.27,13605,1509.2649210000004,11941.7168
17609,14.174,7295.101,13605,966.6986027,11957.90332
17601,18.455,3051.542,13605,1078.108587,15899.10156
17608,18.692,3093.784,13605,696.8302663,16119.19043
17599,18.798,9615.197,13605,15.16389554,16216.65625
17590,29.113000000000003,18324.265,13605,1679.927923,25717.04297
17122,31.459,16413.359,13605,1501.654891,27879.33984
17597,48.234,41470.744,13605,727.0471038,43339.62109
17607,50.784,18802.913,13605,675.5715811000001,45864.81641
17126,133.825,73419.417,13605,1004.631477,120207.8594
17154,5.332999999999998,11108.736,13690,512.2908361000002,3895.823486
17153,6.026,11271.268,13690,126.6402049,4466.9208979999985
17152,20.517,15170.086,13690,363.1534829,18166.39844
17151,56.135,29446.954,13690,104.3497934,50763.00781
